index,n,step,batch,n_shots,device,task_id,completion_time,x00000,x00001,x00010,x00011,x00100,x00101,x00110,x00111,x01000,x01001,x01010,x01011,x01100,x01101,x01110,x01111,x10000,x10001,x10010,x10011,x10100,x10101,x10110,x10111,x11000,x11001,x11010,x11011,x11100,x11101,x11110,x11111
10,5,11,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/b4add98d-10fc-4cf8-9ebf-811ca5821502,2025-08-06T01:41:37.337Z,0.4033203125,0.021484375,0.015625,0.001953125,0.009765625,0.0009765625,0.001953125,0.0029296875,0.0185546875,0.005859375,0.0009765625,0.0009765625,0.001953125,0.0,0.0048828125,0.017578125,0.015625,0.00390625,0.001953125,0.001953125,0.0029296875,0.00390625,0.0087890625,0.017578125,0.0068359375,0.0029296875,0.0,0.0302734375,0.00390625,0.017578125,0.021484375,0.3515625
11,5,12,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/26e93070-8d68-4202-a0be-5b51aab5e59d,2025-08-06T01:41:37.877Z,0.4150390625,0.0244140625,0.01171875,0.0009765625,0.0146484375,0.001953125,0.00390625,0.00390625,0.013671875,0.0048828125,0.0009765625,0.001953125,0.0048828125,0.00390625,0.0048828125,0.017578125,0.0107421875,0.005859375,0.0009765625,0.00390625,0.0009765625,0.0009765625,0.009765625,0.017578125,0.0009765625,0.0029296875,0.0029296875,0.0234375,0.0029296875,0.0205078125,0.021484375,0.3447265625
12,5,13,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/d6688753-6324-4c1b-b03a-573b7a1580dc,2025-08-06T01:41:38.770Z,0.439453125,0.0126953125,0.0068359375,0.0009765625,0.00390625,0.0029296875,0.0009765625,0.0009765625,0.0146484375,0.0078125,0.0009765625,0.001953125,0.0107421875,0.0,0.0048828125,0.0166015625,0.005859375,0.00390625,0.001953125,0.00390625,0.0009765625,0.00390625,0.0068359375,0.01171875,0.0048828125,0.0068359375,0.0009765625,0.01953125,0.0029296875,0.01953125,0.021484375,0.3583984375
13,5,14,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/954b431e-9096-48ff-b46c-ef9b1f108504,2025-08-06T01:41:39.889Z,0.42578125,0.0224609375,0.0126953125,0.0009765625,0.0087890625,0.0029296875,0.0,0.001953125,0.0126953125,0.0068359375,0.0009765625,0.001953125,0.0029296875,0.0009765625,0.005859375,0.0263671875,0.0087890625,0.0068359375,0.0009765625,0.0,0.0009765625,0.0029296875,0.0126953125,0.01171875,0.0048828125,0.0068359375,0.0009765625,0.0283203125,0.00390625,0.017578125,0.0185546875,0.33984375
14,5,15,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/121f56c6-d601-4e67-9f40-b097ee77e324,2025-08-06T01:41:40.637Z,0.416015625,0.0263671875,0.0107421875,0.0009765625,0.0146484375,0.0029296875,0.0029296875,0.0029296875,0.017578125,0.001953125,0.001953125,0.00390625,0.0078125,0.0009765625,0.00390625,0.0205078125,0.0087890625,0.0048828125,0.0,0.00390625,0.005859375,0.0,0.01171875,0.0126953125,0.0048828125,0.0029296875,0.001953125,0.0322265625,0.001953125,0.0166015625,0.0146484375,0.3408203125
15,5,16,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/89918c16-4559-46f1-a437-3bada5584932,2025-08-06T01:41:41.477Z,0.3994140625,0.025390625,0.0107421875,0.0029296875,0.0068359375,0.0009765625,0.001953125,0.0,0.0166015625,0.00390625,0.0009765625,0.0009765625,0.0068359375,0.0,0.00390625,0.01953125,0.0068359375,0.0048828125,0.001953125,0.0029296875,0.001953125,0.0029296875,0.0146484375,0.0185546875,0.0009765625,0.00390625,0.001953125,0.0322265625,0.005859375,0.0205078125,0.0224609375,0.3564453125
16,5,17,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/f235e453-84ca-499a-a095-73f233e28a9f,2025-08-06T01:41:42.198Z,0.4404296875,0.021484375,0.0107421875,0.0009765625,0.01171875,0.0,0.001953125,0.0048828125,0.0126953125,0.0087890625,0.001953125,0.001953125,0.001953125,0.0,0.005859375,0.0166015625,0.0048828125,0.0029296875,0.0029296875,0.0029296875,0.0,0.0009765625,0.009765625,0.01953125,0.00390625,0.005859375,0.0009765625,0.025390625,0.0048828125,0.02734375,0.0126953125,0.3330078125
17,5,18,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/0239f7c4-e360-4cc3-8960-39f3d6c8b4da,2025-08-06T01:41:43.200Z,0.41796875,0.0302734375,0.013671875,0.0009765625,0.013671875,0.001953125,0.0029296875,0.00390625,0.0146484375,0.0029296875,0.001953125,0.0009765625,0.0078125,0.0009765625,0.0068359375,0.015625,0.0068359375,0.00390625,0.001953125,0.0029296875,0.00390625,0.0009765625,0.009765625,0.013671875,0.005859375,0.00390625,0.0029296875,0.0126953125,0.0029296875,0.017578125,0.03125,0.341796875
18,5,19,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/e9af3a7b-8422-4233-992f-e85168b98ed8,2025-08-06T01:41:44.373Z,0.4306640625,0.02734375,0.0048828125,0.001953125,0.013671875,0.0009765625,0.0029296875,0.005859375,0.0146484375,0.0068359375,0.001953125,0.001953125,0.001953125,0.0,0.0029296875,0.0107421875,0.0126953125,0.001953125,0.0009765625,0.00390625,0.0009765625,0.0,0.0126953125,0.021484375,0.00390625,0.0,0.0,0.0205078125,0.001953125,0.0185546875,0.0146484375,0.3564453125
19,5,20,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/03370c30-02e5-4f7b-9721-ea1778e5fa94,2025-08-06T01:41:45.099Z,0.4404296875,0.021484375,0.01171875,0.0029296875,0.01171875,0.001953125,0.001953125,0.0,0.0166015625,0.0048828125,0.0,0.0,0.0068359375,0.001953125,0.0029296875,0.01953125,0.005859375,0.0009765625,0.001953125,0.0,0.001953125,0.0009765625,0.005859375,0.0146484375,0.001953125,0.0029296875,0.0009765625,0.0205078125,0.00390625,0.0244140625,0.0205078125,0.34765625
20,5,21,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/73cf82de-cd26-4da9-8e34-238cdc63bea2,2025-08-06T01:41:45.943Z,0.4384765625,0.013671875,0.0078125,0.0029296875,0.015625,0.00390625,0.0029296875,0.001953125,0.01171875,0.0048828125,0.0009765625,0.0048828125,0.005859375,0.0029296875,0.0068359375,0.013671875,0.0068359375,0.00390625,0.001953125,0.0029296875,0.0029296875,0.0029296875,0.005859375,0.0224609375,0.001953125,0.00390625,0.0,0.021484375,0.00390625,0.029296875,0.015625,0.3349609375
21,5,22,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/6dab05e4-1622-4c4e-b1e6-734308df13ac,2025-08-06T01:41:46.994Z,0.4111328125,0.0263671875,0.0146484375,0.0029296875,0.015625,0.0029296875,0.005859375,0.00390625,0.01953125,0.0078125,0.0,0.0009765625,0.0,0.001953125,0.009765625,0.0166015625,0.0078125,0.00390625,0.0009765625,0.00390625,0.0029296875,0.0009765625,0.0166015625,0.0244140625,0.0068359375,0.00390625,0.0029296875,0.0244140625,0.00390625,0.01953125,0.0146484375,0.322265625
22,5,23,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/2074563f-906c-466f-804c-5b05a38c63b0,2025-08-06T01:41:47.862Z,0.4140625,0.03125,0.0146484375,0.0009765625,0.01171875,0.001953125,0.001953125,0.0009765625,0.0126953125,0.0048828125,0.0009765625,0.0009765625,0.0068359375,0.001953125,0.0029296875,0.0224609375,0.0078125,0.00390625,0.0009765625,0.0068359375,0.0009765625,0.0,0.009765625,0.015625,0.0029296875,0.00390625,0.001953125,0.0205078125,0.005859375,0.025390625,0.0244140625,0.337890625
23,5,24,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/d050b610-97b4-44d6-8762-51761e8170bc,2025-08-06T01:41:48.718Z,0.4326171875,0.01953125,0.009765625,0.0009765625,0.00390625,0.0,0.0029296875,0.001953125,0.0146484375,0.0078125,0.0009765625,0.0009765625,0.0087890625,0.0,0.0048828125,0.0234375,0.00390625,0.001953125,0.0009765625,0.0009765625,0.0029296875,0.0,0.0146484375,0.025390625,0.0009765625,0.001953125,0.001953125,0.0205078125,0.0029296875,0.01953125,0.0166015625,0.3515625
24,5,25,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/5f72b540-5be3-464f-85e0-c504fb50c018,2025-08-06T01:41:49.516Z,0.4404296875,0.0146484375,0.0107421875,0.001953125,0.0107421875,0.001953125,0.001953125,0.0,0.0087890625,0.0087890625,0.0009765625,0.0,0.0029296875,0.0009765625,0.0029296875,0.0146484375,0.0078125,0.0068359375,0.0,0.0009765625,0.0009765625,0.0009765625,0.0078125,0.0224609375,0.0009765625,0.00390625,0.001953125,0.017578125,0.0009765625,0.0234375,0.0205078125,0.3603515625
25,5,26,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/63cd240a-96d7-46d5-a8b7-e3047b38932d,2025-08-06T01:41:50.379Z,0.419921875,0.01953125,0.0087890625,0.0029296875,0.0107421875,0.0029296875,0.001953125,0.0009765625,0.0146484375,0.0087890625,0.0,0.0,0.0078125,0.001953125,0.00390625,0.0205078125,0.0087890625,0.0029296875,0.0009765625,0.0009765625,0.0029296875,0.001953125,0.01171875,0.017578125,0.00390625,0.005859375,0.0,0.017578125,0.001953125,0.01171875,0.021484375,0.3642578125
26,5,27,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/f21545dd-ffe8-4d1d-b0c1-f4c649453f87,2025-08-06T01:41:51.116Z,0.427734375,0.0263671875,0.0078125,0.0009765625,0.0078125,0.0029296875,0.0009765625,0.0009765625,0.015625,0.0029296875,0.0,0.00390625,0.0078125,0.00390625,0.005859375,0.0078125,0.0107421875,0.0068359375,0.001953125,0.00390625,0.0,0.0029296875,0.0107421875,0.0146484375,0.001953125,0.0078125,0.001953125,0.0224609375,0.001953125,0.021484375,0.021484375,0.345703125
27,5,28,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/e9658738-9ec3-4b88-b0e4-5bd07e4af0a8,2025-08-06T01:41:51.922Z,0.421875,0.0263671875,0.0078125,0.0009765625,0.013671875,0.001953125,0.00390625,0.0048828125,0.0078125,0.0048828125,0.001953125,0.001953125,0.0029296875,0.00390625,0.005859375,0.0185546875,0.0087890625,0.0048828125,0.001953125,0.0,0.0009765625,0.0029296875,0.0107421875,0.015625,0.0029296875,0.00390625,0.0009765625,0.0263671875,0.00390625,0.0234375,0.0146484375,0.3486328125
28,5,29,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/0f57d977-a115-4aaa-8419-34967d6f3f8c,2025-08-06T01:41:53.147Z,0.4306640625,0.025390625,0.0068359375,0.00390625,0.0185546875,0.0009765625,0.0009765625,0.0029296875,0.0126953125,0.005859375,0.0009765625,0.0009765625,0.00390625,0.0048828125,0.0048828125,0.01953125,0.009765625,0.0029296875,0.0029296875,0.0029296875,0.0009765625,0.0009765625,0.0107421875,0.015625,0.0029296875,0.0029296875,0.0009765625,0.021484375,0.0029296875,0.017578125,0.0234375,0.3369140625
29,5,30,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/e69a8ef0-e2b1-460d-977e-deb70473f6ea,2025-08-06T01:41:54.074Z,0.4091796875,0.025390625,0.0087890625,0.0009765625,0.0107421875,0.001953125,0.001953125,0.001953125,0.0146484375,0.00390625,0.001953125,0.00390625,0.00390625,0.0029296875,0.0068359375,0.0126953125,0.005859375,0.00390625,0.001953125,0.001953125,0.001953125,0.0009765625,0.0107421875,0.0185546875,0.0078125,0.0029296875,0.00390625,0.0234375,0.001953125,0.01953125,0.02734375,0.35546875
30,5,31,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/20216cd7-a2d7-4bfb-a881-6824a0525b34,2025-08-06T01:41:54.852Z,0.439453125,0.0263671875,0.0146484375,0.0009765625,0.0068359375,0.0029296875,0.001953125,0.0,0.0205078125,0.001953125,0.0009765625,0.001953125,0.0078125,0.0009765625,0.00390625,0.01953125,0.01171875,0.00390625,0.0,0.001953125,0.0009765625,0.0009765625,0.0078125,0.0126953125,0.001953125,0.0029296875,0.0009765625,0.013671875,0.00390625,0.0146484375,0.0205078125,0.3505859375
31,5,32,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/2253c716-eabe-43cf-b465-ca33e70d9d39,2025-08-06T01:41:55.795Z,0.41015625,0.0244140625,0.0087890625,0.0009765625,0.005859375,0.0009765625,0.0,0.0029296875,0.0126953125,0.0029296875,0.0048828125,0.0009765625,0.0048828125,0.00390625,0.0048828125,0.02734375,0.0185546875,0.001953125,0.0029296875,0.0029296875,0.001953125,0.001953125,0.009765625,0.0166015625,0.005859375,0.00390625,0.001953125,0.0205078125,0.0009765625,0.0185546875,0.0185546875,0.3564453125
32,5,33,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/1a1b458a-a05b-462f-9c01-3a6edb34685d,2025-08-06T01:41:57.216Z,0.4326171875,0.01953125,0.01171875,0.0009765625,0.009765625,0.0009765625,0.0,0.001953125,0.01171875,0.0107421875,0.0009765625,0.001953125,0.00390625,0.001953125,0.005859375,0.0185546875,0.009765625,0.001953125,0.0029296875,0.0009765625,0.0009765625,0.001953125,0.0078125,0.017578125,0.0029296875,0.0009765625,0.00390625,0.0224609375,0.00390625,0.025390625,0.0166015625,0.3466796875
33,5,34,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/5094ba9f-a857-4b92-b6b7-b545cfbfd7c7,2025-08-06T01:41:58.365Z,0.41796875,0.0234375,0.009765625,0.00390625,0.0087890625,0.0,0.0009765625,0.0029296875,0.0126953125,0.00390625,0.0,0.00390625,0.0048828125,0.001953125,0.0029296875,0.01171875,0.0107421875,0.0048828125,0.001953125,0.0,0.0009765625,0.0,0.005859375,0.0185546875,0.001953125,0.0068359375,0.001953125,0.021484375,0.0048828125,0.01953125,0.0205078125,0.3701171875
34,5,35,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/bf820959-73b8-43fc-9130-3a8ab8d09c89,2025-08-06T01:41:59.112Z,0.40625,0.0302734375,0.009765625,0.0029296875,0.0126953125,0.0029296875,0.001953125,0.0048828125,0.0146484375,0.001953125,0.001953125,0.00390625,0.0048828125,0.001953125,0.0068359375,0.0146484375,0.01171875,0.0029296875,0.0009765625,0.00390625,0.0029296875,0.0009765625,0.01171875,0.0185546875,0.005859375,0.0048828125,0.001953125,0.0234375,0.0009765625,0.015625,0.013671875,0.357421875
35,5,36,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/2165e53e-753b-4bab-8017-b397e30c0b5d,2025-08-06T01:41:59.992Z,0.3994140625,0.029296875,0.0078125,0.001953125,0.0078125,0.0029296875,0.00390625,0.00390625,0.0126953125,0.005859375,0.00390625,0.0029296875,0.0048828125,0.001953125,0.005859375,0.013671875,0.0126953125,0.0048828125,0.001953125,0.0078125,0.0048828125,0.001953125,0.009765625,0.033203125,0.0068359375,0.0,0.0,0.0166015625,0.0029296875,0.0244140625,0.0234375,0.33984375
36,5,37,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/c4f52a75-4dbe-414e-b6fc-628a364a91b2,2025-08-06T01:42:00.807Z,0.40234375,0.0322265625,0.0107421875,0.0009765625,0.0078125,0.001953125,0.0,0.00390625,0.017578125,0.0107421875,0.0029296875,0.0009765625,0.005859375,0.00390625,0.00390625,0.0224609375,0.005859375,0.0,0.0009765625,0.001953125,0.0029296875,0.0048828125,0.0087890625,0.0087890625,0.0029296875,0.0048828125,0.0,0.01953125,0.0029296875,0.0224609375,0.0244140625,0.3603515625
37,5,38,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/cc1ff91f-f334-4c4c-b394-5c6f5d807017,2025-08-06T01:42:01.575Z,0.408203125,0.025390625,0.015625,0.001953125,0.015625,0.00390625,0.0029296875,0.0,0.013671875,0.005859375,0.001953125,0.0009765625,0.001953125,0.0,0.00390625,0.01171875,0.0068359375,0.001953125,0.0009765625,0.001953125,0.0,0.0029296875,0.0107421875,0.0185546875,0.001953125,0.0029296875,0.001953125,0.02734375,0.00390625,0.021484375,0.01953125,0.36328125
38,5,39,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/83ed0ff9-e54e-4898-80c3-1f18a2fd0b79,2025-08-06T01:42:02.717Z,0.4189453125,0.0234375,0.013671875,0.001953125,0.013671875,0.0,0.001953125,0.001953125,0.015625,0.0029296875,0.0,0.0029296875,0.005859375,0.0009765625,0.00390625,0.017578125,0.0068359375,0.0009765625,0.001953125,0.0,0.0009765625,0.0009765625,0.009765625,0.013671875,0.0029296875,0.0029296875,0.001953125,0.021484375,0.0048828125,0.025390625,0.017578125,0.3623046875
39,5,40,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/db4f9ac3-3bd9-44e7-bb2e-35c1bac980b8,2025-08-06T01:42:04.010Z,0.4423828125,0.013671875,0.013671875,0.001953125,0.0107421875,0.0009765625,0.001953125,0.0029296875,0.009765625,0.0048828125,0.0009765625,0.001953125,0.0048828125,0.0029296875,0.0068359375,0.0146484375,0.015625,0.005859375,0.0,0.0048828125,0.0,0.0029296875,0.013671875,0.013671875,0.0078125,0.00390625,0.00390625,0.0224609375,0.001953125,0.0224609375,0.0185546875,0.3271484375
40,5,41,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/e7abab8a-473a-4b5b-ae1f-f9502b832138,2025-08-06T01:42:04.616Z,0.408203125,0.0146484375,0.013671875,0.001953125,0.0087890625,0.0009765625,0.00390625,0.0009765625,0.0146484375,0.0029296875,0.00390625,0.0009765625,0.001953125,0.0009765625,0.0078125,0.017578125,0.01171875,0.0009765625,0.0,0.00390625,0.0009765625,0.0048828125,0.005859375,0.01953125,0.0068359375,0.0048828125,0.0009765625,0.015625,0.0068359375,0.0224609375,0.0166015625,0.3740234375
41,5,42,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/975d23fb-6496-442d-ae5e-a2029b53c7a2,2025-08-06T01:42:05.462Z,0.4150390625,0.01953125,0.0068359375,0.001953125,0.005859375,0.001953125,0.00390625,0.0009765625,0.0244140625,0.0087890625,0.0,0.0009765625,0.00390625,0.001953125,0.00390625,0.0244140625,0.0068359375,0.00390625,0.001953125,0.0009765625,0.0029296875,0.001953125,0.0078125,0.0185546875,0.00390625,0.0048828125,0.0009765625,0.0234375,0.0009765625,0.0234375,0.0244140625,0.3486328125
42,5,43,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/cac42891-d0cb-4565-8eb5-946b6b4f9388,2025-08-06T01:42:06.249Z,0.4140625,0.021484375,0.0087890625,0.0048828125,0.013671875,0.001953125,0.0029296875,0.0029296875,0.009765625,0.009765625,0.0009765625,0.0,0.00390625,0.0,0.0048828125,0.0126953125,0.0068359375,0.00390625,0.0009765625,0.001953125,0.001953125,0.001953125,0.0087890625,0.0146484375,0.0048828125,0.0048828125,0.001953125,0.025390625,0.0009765625,0.0224609375,0.015625,0.3701171875
43,5,44,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/3384876a-ffd0-448f-82ce-47b40d9ddcd2,2025-08-06T01:42:07.350Z,0.4208984375,0.0244140625,0.0087890625,0.001953125,0.0166015625,0.001953125,0.0029296875,0.001953125,0.013671875,0.00390625,0.001953125,0.001953125,0.0029296875,0.0029296875,0.0087890625,0.0205078125,0.0126953125,0.0009765625,0.0009765625,0.001953125,0.0009765625,0.0009765625,0.0126953125,0.015625,0.0048828125,0.001953125,0.0029296875,0.0166015625,0.0029296875,0.021484375,0.0166015625,0.349609375
44,5,45,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/b14ac7a7-4b26-43b1-94a3-7532eb6046e9,2025-08-06T01:42:08.169Z,0.412109375,0.0224609375,0.01171875,0.001953125,0.009765625,0.0009765625,0.00390625,0.0009765625,0.0234375,0.005859375,0.0009765625,0.0009765625,0.00390625,0.001953125,0.0068359375,0.0205078125,0.0068359375,0.001953125,0.001953125,0.0029296875,0.00390625,0.001953125,0.0126953125,0.0244140625,0.0087890625,0.0029296875,0.0009765625,0.017578125,0.0029296875,0.017578125,0.021484375,0.3427734375
45,5,46,1,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/66103e18-4bd1-47c4-82e2-c8c105e27a24,2025-08-06T01:42:09.035Z,0.4228515625,0.025390625,0.0126953125,0.0009765625,0.013671875,0.0029296875,0.001953125,0.0009765625,0.0185546875,0.0009765625,0.0,0.001953125,0.0009765625,0.001953125,0.005859375,0.017578125,0.0146484375,0.0048828125,0.0009765625,0.0009765625,0.0009765625,0.00390625,0.0078125,0.015625,0.001953125,0.0009765625,0.0009765625,0.0205078125,0.0068359375,0.01171875,0.0263671875,0.3515625
